NGenes	PropDown	PropUp	Direction	p.value	p.adj	PValue.Mixed	FDR.Mixed	avg.logfc	avg.logfc.dir	direction	significance
PUM2	187	0.411764705882353	0.449197860962567	Up	0.455	0.604976351351351	0.001	0.001	1.32037494241137	1.24321941100218	1	6.82333649376234
RPS10	187	0.39572192513369	0.449197860962567	Up	0.48	0.633683333333333	0.001	0.001	1.40028462157806	1.64832635174753	1	6.56824469173392
DDX28	189	0.354497354497354	0.470899470899471	Up	0.483	0.633683333333333	0.001	0.001	1.19185891646007	1.17904295337426	1	5.58851675313902
HNRNPU	195	0.435897435897436	0.405128205128205	Down	0.497	0.647751655629139	0.001	0.001	1.03310765766689	-1.04938876436668	-1	4.6085495426615
DNAJC2	187	0.304812834224599	0.449197860962567	Up	0.506	0.655154605263158	0.001	0.001	1.69456895405828	1.98902655416576	1	7.36974921224696
GPKOW	196	0.377551020408163	0.454081632653061	Up	0.52	0.668898692810458	0.001	0.001	1.08962644401	1.04332973404973	1	4.50075891664275
DKC1	190	0.421052631578947	0.442105263157895	Up	0.527	0.669164516129032	0.001	0.001	1.53283709722817	-1.34403918726173	-1	6.33086139064026
PCBP1	196	0.377551020408163	0.448979591836735	Up	0.525	0.669164516129032	0.001	0.001	1.19350378423894	1.22425485430051	1	4.92627319934255
SSRP1	196	0.352040816326531	0.459183673469388	Up	0.537	0.677503205128205	0.003	0.003	1.4787731847079	1.72797251371704	1	5.91837870932873
LARP7	194	0.412371134020619	0.283505154639175	Down	0.547	0.685735668789809	0.001	0.001	1.2100990705211	-1.26404247180958	-1	4.68995733288303
AGO1	182	0.384615384615385	0.368131868131868	Down	0.589	0.733762658227848	0.001	0.001	1.33381705153576	-1.45729458059663	-1	4.24054717680586
PHF6	190	0.357894736842105	0.394736842105263	Up	0.6	0.738134375	0.001	0.001	1.19795025130599	1.41119839726598	1	3.73384839402675
FKBP4	197	0.32994923857868	0.431472081218274	Up	0.6	0.738134375	0.001	0.001	1.62048426171077	1.69618824272857	1	5.05574891469722
GRSF1	192	0.453125	0.427083333333333	Down	0.61	0.745785714285714	0.001	0.001	1.37180176947766	-1.02104529589525	-1	4.13198167186161
YBX3	188	0.409574468085106	0.372340425531915	Down	0.616	0.748478395061729	0.001	0.001	1.52427871483799	-1.25231244103306	-1	4.53620140935286
DAZAP1	190	0.352631578947368	0.426315789473684	Up	0.62	0.748720858895705	0.001	0.001	1.69032870020997	1.76266592006361	1	5.02623877380403
SFPQ	188	0.388297872340426	0.436170212765957	Up	0.644	0.772984756097561	0.001	0.001	1.53749295655328	1.88742824565793	1	4.06527012245158
ESF1	187	0.39572192513369	0.438502673796791	Down	0.654	0.77791265060241	0.002	0.002	1.35797706535081	-1.55466131845944	-1	3.50006626484605
PPIG	199	0.457286432160804	0.396984924623116	Down	0.656	0.77791265060241	0.002	0.002	0.956420089430597	-0.966294645330533	-1	2.46096434127741
SF3A3	197	0.390862944162437	0.436548223350254	Up	0.671	0.790949101796407	0.001	0.001	0.989875392008439	0.957598725656751	1	2.3780286946419
SND1	195	0.379487179487179	0.471794871794872	Up	0.677	0.793276785714286	0.001	0.001	1.28047142220507	1.19770478315829	1	3.04146653879388
GRWD1	194	0.38659793814433	0.443298969072165	Up	0.691	0.804902366863905	0.001	0.001	1.45596126394456	1.59362737243434	1	3.24195601677531
ILF2	190	0.336842105263158	0.436842105263158	Up	0.699	0.809438235294118	0.001	0.001	1.33955370489493	1.40869737050931	1	2.90407668367847
HNRNPUL1	184	0.375	0.369565217391304	Down	0.71	0.817037572254335	0.001	0.001	1.55391644453726	-1.50780615837896	-1	3.22141743797756
NONO	196	0.438775510204082	0.403061224489796	Down	0.718	0.817037572254335	0.002	0.002	1.17946058969566	-1.1450450727501	-1	2.44177371990902
HNRNPA0	189	0.402116402116402	0.402116402116402	Down	0.718	0.817037572254335	0.001	0.001	1.25710284642243	-1.15825673387294	-1	2.60343041970689
SMN1	179	0.374301675977654	0.402234636871508	Down	0.741	0.837809659090909	0.001	0.001	1.2516937011924	-1.33378156552688	-1	2.26837599046702
STAU1	194	0.402061855670103	0.422680412371134	Down	0.749	0.837809659090909	0.001	0.001	1.03481196925013	-1.02082978442969	-1	1.87291647462461
NAA15	194	0.402061855670103	0.412371134020619	Down	0.749	0.837809659090909	0.001	0.001	1.39125231459634	-1.39541979361932	-1	2.52284547111027
EWSR1	192	0.375	0.416666666666667	Up	0.754	0.838641242937853	0.001	0.001	1.02777429030087	0.99131552028224	1	1.84957808330677
XPO5	191	0.392670157068063	0.382198952879581	Down	0.774	0.856064606741573	0.001	0.001	1.09795119616952	-1.11428336999337	-1	1.74419388548865
TARDBP	193	0.461139896373057	0.393782383419689	Down	0.783	0.861187150837989	0.001	0.001	1.03661566579255	-0.823529711472424	-1	1.58225507521764
NCBP2	188	0.382978723404255	0.398936170212766	Down	0.816	0.890288461538462	0.001	0.001	1.46974339765445	-1.40315182986024	-1	1.74590996240577
FTO	192	0.421875	0.463541666666667	Down	0.82	0.890288461538462	0.001	0.001	1.22222740793332	-1.20575678497966	-1	1.44953662019032
SAFB2	187	0.417112299465241	0.454545454545455	Down	0.823	0.890288461538462	0.001	0.001	1.49907004374009	1.8199767041201	1	1.78102541545654
ILF3	194	0.417525773195876	0.38659793814433	Down	0.84	0.903724043715847	0.001	0.001	1.13817394650664	-0.934646956309508	-1	1.1732325183179
EIF2S2	185	0.405405405405405	0.437837837837838	Down	0.851	0.905034946236559	0.001	0.001	1.28030081376551	-1.46724657234209	-1	1.3023572193321
FAM120A	197	0.319796954314721	0.411167512690355	Up	0.849	0.905034946236559	0.001	0.001	1.37070369384078	1.31982060908373	1	1.39530233065842
METAP2	192	0.447916666666667	0.395833333333333	Down	0.855	0.905034946236559	0.001	0.001	0.96906234429376	1.06709230434414	1	0.982366372027218
