NGenes	Direction	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
NPM1	188	Down	0.139695710649098	0.225574221294035	1.04317251275655	-0.852668906864592	-1	7.30050937585304
HSPD1	189	Up	0.147489687451654	0.236223320552649	1.05054676358287	1.01029092610054	1	7.12433442856349
BCLAF1	192	Down	0.152989705580528	0.243056225801322	0.879411965050333	-0.791675263429506	-1	5.84566700868479
DDX3X	188	Down	0.163180408414079	0.257172323660588	1.12155211189009	-1.05502514982209	-1	7.15800153845473
GEMIN5	193	Up	0.165882705966325	0.259356294248937	1.04695998603867	-0.78294470683201	-1	6.64022554650851
SF3A3	197	Down	0.170398074485547	0.264318273020888	0.950783677462289	-0.909462226365002	-1	5.94540874617615
TIAL1	188	Up	0.174552468577596	0.268647158670206	1.08491316941136	1.14764605114382	1	6.70149892113663
UPF1	186	Up	0.176750216436759	0.269920873163112	1.00337438649339	0.974862933983864	1	6.17541819925888
XRN2	193	Up	0.190042275528843	0.287987140609092	0.869586831177666	-0.881842569735356	-1	5.08698845005623
PCBP1	196	Down	0.194470817401297	0.292448481130195	0.975484279117271	-0.823679576460986	-1	5.63616105734008
SSB	189	Down	0.211526467730603	0.315687228355521	0.945008118689901	-0.683904742737725	-1	5.12037010435239
SART3	187	Up	0.221949488903759	0.326855275306671	1.06410174790821	1.14925045632137	1	5.59194356369353
HLTF	192	Down	0.222327953761898	0.326855275306671	0.920822005736149	-0.920995061806817	-1	4.83880429787858
PA2G4	193	Up	0.224586443847207	0.327729847688146	0.96464081794668	-0.803197539300692	-1	5.05701798210365
DDX47	195	Down	0.259493209401361	0.375883545971089	1.08096634689069	-1.01582156837096	-1	4.97042933789142
ABCF1	198	Up	0.268838603504122	0.38657813788549	0.984137443098096	1.07687405813546	1	4.39528636757454
PHF6	190	Up	0.272418789942512	0.388887692888948	0.66398148122855	0.724993799742238	1	2.94637225452359
HNRNPM	179	Up	0.280629322263638	0.397726449539113	1.0346815273646	1.19008648027577	1	4.48282023954785
GRWD1	194	Up	0.305344995569462	0.429664029479886	1.11342568353982	1.26075363433012	1	4.41983819442185
PSIP1	187	Up	0.31211847876483	0.436080427777811	0.762127314478896	0.722355553397047	1	2.97177533893107
SF3B1	185	Down	0.318291817949565	0.43863438377758	0.999026409295534	-0.868868201852076	-1	3.86854084546594
DDX52	193	Up	0.318399578072051	0.43863438377758	0.788664485425117	0.736708720883393	1	3.05365342567985
SRP68	192	Down	0.32213426476226	0.440697570542814	0.695832399234906	-0.602688638188725	-1	2.67869714368895
