p.geomean	stat.mean	p.value	p.adj	set.size	avg.logfc	avg.logfc.dir	direction	significance
DKC1	0.81674576873937	-1.10441213716221	0.954575946026912	1	190	0.977965289223881	-1.2060306404181	-1	0
FIP1L1	0.993057418204815	-2.66484983247093	0.999997752744677	1	188	0.758203617514496	-0.730574040641869	-1	0
PTBP1	0.999871379324042	-3.98227984396867	0.999999999990069	1	194	0.776270141644797	0.773631507599419	1	0
GRWD1	0.876756708892518	-1.36739920348903	0.989010658755761	1	194	0.973330872384406	-1.0955689389124	-1	0
HNRNPK	0.998923768252891	-3.46199380307769	0.999999999870476	1	194	0.831324214178693	0.894582770427324	1	0
PPIG	0.999995964177225	-4.9949283366563	1	1	199	0.775532004849211	-0.774001296191583	-1	0
SUPT6H	0.776909973646689	-0.810368316566977	0.909938397757529	1	192	0.930977303371572	-1.02352929355459	-1	0
SFPQ	0.962337887009409	-1.8070113237289	0.999555098450382	1	188	1.07768009100977	-1.17308024234897	-1	0
PCBP1	0.972557896531425	-1.99382164382435	0.999641114757657	1	196	0.899889659493789	-1.18760671714521	-1	0
EIF2S1	0.999999825835574	-5.32118258140924	1	1	198	0.744100790810668	-0.782986143539511	-1	0
HNRNPA0	0.857590953893314	-1.2451158221455	0.995790482778885	1	189	0.757415959876334	-0.773255286222632	-1	0
FMR1	0.994241678254301	-2.88922691786115	0.99999996300384	1	187	0.697135666149897	-0.711113611928916	-1	0
PPIL4	0.9805841345939	-2.60732272265332	0.999998317029257	1	193	0.997190727999108	1.07935587022499	1	0
PUF60	0.987361344816102	-2.43546224192331	0.999975557678936	1	178	0.951304937780317	1.01058813153765	1	0
RBM34	0.99956453396909	-3.40935231976908	0.999999996808018	1	191	0.703197477927495	-0.866264179475513	-1	0
DDX52	0.396724333839729	0.249516664070447	0.48200625062903	1	193	0.929412169295493	-0.899020787001157	-1	0
KHSRP	0.9624340265889	-2.25444293600637	0.999995427919278	1	195	1.03515728480815	-1.16664779929109	-1	0
SF1	0.233309572610107	0.701604652989689	0.10675065633691	1	188	1.31684293275364	1.17763042913152	1	0
HNRNPL	0.999035317412529	-3.21623838363451	0.999999989604811	1	189	0.771500242324503	0.793991298375408	1	0
DNAJC2	0.529997623388996	-0.126881919667712	0.779514717557338	1	187	0.993067236839284	-1.15748488486533	-1	0
DDX27	0.627648906697305	-0.492579090228466	0.759890052997785	1	188	1.22319793028971	-1.28556866509911	-1	0
LIN28B	0.996221319250003	-2.73309269055135	0.999999530740753	1	187	0.859573056540254	-0.875029400389091	-1	0
AARS	0.788674497342041	-0.950047892724643	0.936310207780727	1	190	0.889317537692176	0.866153044720225	1	0
TUFM	0.882853541801303	-1.46931337996908	0.98917963153062	1	194	1.12980580985596	-1.14611766760769	-1	0
CELF1	0.908906919321158	-1.47172652016773	0.991691399159893	1	189	0.994065471453626	-1.00852644106314	-1	0
BCCIP	0.98689287504644	-2.34336792863225	0.999987967557397	1	181	1.11277043025033	-1.07360341672361	-1	0
FASTKD2	0.995151575607648	-3.14395805296628	0.999999830513696	1	190	0.943988336074405	-1.11630857227591	-1	0
PSIP1	0.999941632963891	-4.00982306740966	0.999999999998726	1	187	0.533640625272317	-0.545974600792923	-1	0
TAF15	0.880043384334493	-1.31089867301735	0.982987467445533	1	192	1.04879047794383	-0.87479773027907	-1	0
PUS1	0.999699245875399	-3.52964413400294	0.999999999655366	1	193	0.842104694305521	-0.846373636711631	-1	0
MTPAP	0.96218737408709	-1.83579477199177	0.999058629242972	1	187	0.951226214081705	-0.992300284639934	-1	0
HNRNPC	0.999991509645064	-4.65772886400887	0.999999999999994	1	196	0.728152492322804	-0.734015747786345	-1	0
PCBP2	0.999941497371965	-4.09484387130882	0.999999999997276	1	197	0.811166735335557	-0.778601482699453	-1	0
EIF3D	0.969928556190556	-1.98171283552752	0.999558138912381	1	185	0.886482360496686	-0.832898326757829	-1	0
UCHL5	0.999999980304233	-5.93817190381142	1	1	197	0.689404134702443	-0.691726677509325	-1	0
RBM39	0.99782693880567	-3.19689780277114	0.999999932598045	1	192	0.878696764490822	-0.831670871775908	-1	0
FTO	0.995740354147442	-2.78884719194701	0.999998587263049	1	192	0.841724757228608	-0.848888564788328	-1	0
TIA1	0.999999910978619	-5.71095519124759	1	1	196	0.906995089717884	-0.919664412713784	-1	0
EIF4G1	0.582334912681414	-0.166349663643056	0.653018846811249	1	188	1.05126625347903	-0.833131728976983	-1	0
XRCC5	0.953029867640836	-1.73873784199475	0.998450161561353	1	190	0.966477802525881	-1.01916296693766	-1	0
XRN2	0.999842376685202	-3.90646068256126	0.999999999955219	1	193	0.877828083476473	-0.851805636032939	-1	0
ABCF1	0.987773069697602	-2.3903518224869	0.999968297467258	1	198	1.06667037165828	1.24075155123205	1	0
PUM1	0.766045100387829	-0.702652954123669	0.933191588229725	1	192	0.959694528897746	-1.14261299584072	-1	0
HNRNPM	0.385813837187823	0.151028914966556	0.33435692749171	1	179	1.02540595037116	-1.18849930840336	-1	0
NUFIP2	0.116446990562446	1.06885109587378	0.02442305448054	1	182	0.776776588752943	0.781899278526108	1	0
LSM11	0.841188171241887	-1.42750417158659	0.981694246296821	1	184	0.976633804207272	-1.03745447657563	-1	0
SAFB2	0.846609164877907	-0.9840411641777	0.965847861891337	1	187	1.04288862356632	-0.958439827600247	-1	0
LARP7	0.862983590915055	-2.0577412552704	0.999996409237219	1	194	0.812785117010044	-0.765541005990536	-1	0
EIF4B	0.999725808277899	-3.95004904496748	0.999999999997311	1	197	0.77089164014406	-0.723970166720385	-1	0
BOP1	0.995056935774654	-2.80760081635395	0.999998869926021	1	190	0.87396793433488	-0.950528461201439	-1	0
STAU1	0.991934026008402	-2.92554970683181	0.999999950181753	1	194	0.823971420210634	-0.869387522796844	-1	0
SUPV3L1	0.999909201716238	-3.94726033560625	0.999999999981315	1	193	0.918424327228216	-0.881356446309462	-1	0
HNRNPAB	0.561760715060296	-0.288334289984303	0.650337305765545	1	185	0.988729546963595	-0.9418949707084	-1	0
FXR1	0.9805557541388	-2.24762859722599	0.99991139252887	1	189	0.919898202948288	-0.973357831362658	-1	0
PRPF6	0.987494522530745	-2.24908176623987	0.999964293600663	1	193	0.87304383352654	0.851644643442173	1	0
RTF1	0.896810517963566	-1.27253781535785	0.989706470030344	1	191	0.909196975386857	0.994168331039416	1	0
RPS3A	0.495871736311226	-0.000798512673240742	0.52251321258212	1	183	1.0095465972489	0.946510090203984	1	0
G3BP1	0.999936902949077	-4.18257534475792	0.999999999997967	1	197	0.840873165359562	-1.0048352050118	-1	0
MATR3	0.999817343680574	-3.67245044416977	0.99999999979742	1	192	0.777625974128978	-0.770269270123805	-1	0
HNRNPA2B1	0.99945673608974	-3.56309089462703	0.999999998602673	1	193	0.84212187344288	-0.845555202296289	-1	0
AKAP8L	0.999987008446388	-4.29626986467961	0.999999999999884	1	194	0.637360259102656	-0.652337264592014	-1	0
UPF2	0.839557131423278	-1.01146881784682	0.960443646755111	1	182	0.946091041737307	-1.04215288578133	-1	0
EXOSC9	0.999849726614885	-3.8513633277766	0.999999999996147	1	193	0.684587362761868	-0.70995260841783	-1	0
SRFBP1	0.999999879227713	-5.30180126181527	1	1	195	0.917582976686347	-0.725911761436137	-1	0
UTP3	0.958916280047713	-1.8458837000572	0.99904217479032	1	187	1.0001286892051	-0.918171362587357	-1	0
KIF1C	0.999115706783032	-3.23263776081552	0.999999978387486	1	195	0.960053898258242	-1.03826545676234	-1	0
NSUN2	0.999879752064663	-3.83743746113737	0.999999999952522	1	196	0.878614180824314	-0.982406325581631	-1	0
EWSR1	0.99920803010196	-3.47364959999366	0.999999999745638	1	192	0.932699243851078	-0.979348755356121	-1	0
GRSF1	0.99277602808716	-2.46144407591126	0.999989261805264	1	192	0.974549036341285	-0.998501665677584	-1	0
MAGOH	0.955177357422189	-1.77255326383214	0.998611147586245	1	183	0.891374507478984	-0.91300917646107	-1	0
ZRANB2	0.977167596915457	-2.10017172741421	0.999851328879365	1	184	0.953040209844736	-1.08505526438819	-1	0
DDX55	0.752552950411419	-0.640436539606363	0.898584451648725	1	192	1.06121619235308	1.08546114835841	1	0
LARP4	0.999709014010531	-3.51606927401953	0.999999999690507	1	189	0.868367277313459	-0.972639898816282	-1	0
CSTF2	0.9984247743859	-3.18592438532403	0.999999995285752	1	183	0.777492270919547	-0.818455149120189	-1	0
SSB	0.998916339761002	-3.37255800743589	0.999999986810848	1	189	0.94682129403079	-0.973113366431741	-1	0
PES1	0.998589105536944	-3.09366563822484	0.999999972603433	1	194	0.65908472022221	-0.746756468895956	-1	0
RBM17	0.527501501078924	-0.106293562402688	0.552044515021303	1	186	1.01603193621256	-0.99671371727286	-1	0
SSRP1	0.885010836331305	-1.35794891779032	0.997138798068559	1	196	1.02355469445924	-1.10827788172063	-1	0
RAVER1	0.99123175937284	-2.48272771608032	0.999985070299728	1	190	0.911824381463487	-0.982897846508362	-1	0
U2AF2	0.999990031047591	-4.69917009609003	0.999999999999997	1	189	0.698629537872668	-0.85205780173342	-1	0
SRSF5	0.999983270875101	-4.76919833529736	0.999999999999995	1	194	0.831211653717027	-0.810913901866744	-1	0
DAZAP1	0.556129320654878	-0.323591011507846	0.641069279049918	1	190	0.98935438222132	-1.17481153989882	-1	0
TFIP11	0.979946839641269	-2.19840865526246	0.999924072811267	1	196	0.857344993187867	-0.81327102789778	-1	0
TRA2A	0.999999870943521	-5.37652907416898	1	1	197	0.837117553339688	-0.782957566143353	-1	0
RCC2	0.999916990837218	-4.46970715198113	0.999999999999966	1	190	0.727617213194082	-0.782753845405928	-1	0
SERBP1	0.97479114116104	-2.40810884799135	0.999946663614902	1	181	0.880660341546155	-0.928456740126781	-1	0
TIAL1	0.981230442673346	-2.08347026751242	0.999891363459375	1	188	0.864095339878983	-0.852113268403244	-1	0
NUSAP1	0.999538482411547	-3.39011052921753	0.999999998871212	1	195	0.746964820803986	-0.84138653952685	-1	0
SNRNP200	0.995171344026634	-3.03308749600927	0.999999490041033	1	195	0.751565196612887	-0.75121213641939	-1	0
NAA15	0.783441345666712	-1.0174882283865	0.986956192002902	1	194	0.861032955853943	0.955067147750618	1	0
RBM22	0.99993636786861	-3.87373762778306	0.999999999984829	1	194	0.752076528872798	-0.742728444089663	-1	0
CKAP4	0.999857374913128	-3.83188179083491	0.99999999998426	1	195	0.930715259914618	-0.983656816085154	-1	0
METAP2	0.9998323732977	-3.92096114807891	0.999999999998398	1	192	0.772008706031431	-0.767860325885209	-1	0
IGF2BP2	0.999985527809073	-4.41530491713659	0.99999999999994	1	193	0.699396784589791	-0.864414355890002	-1	0
SART3	0.709994624274607	-0.869775145037745	0.891005055688628	1	187	1.02990759498982	0.899043102085019	1	0
HLTF	0.999992268331157	-4.48976909023494	0.999999999999986	1	192	0.873248455051939	-0.961818071635415	-1	0
EIF4A3	0.902069392900736	-1.38721394675098	0.993240723666687	1	188	0.918511286150585	-0.988468367727053	-1	0
APOBEC3C	0.188946331711686	0.680618643603727	0.0763220393056668	1	183	1.11144595021118	1.0678349963424	1	0
GPKOW	0.999303410533364	-3.51920614473919	0.99999999985607	1	196	0.785454992003406	-0.818648657095238	-1	0
AATF	0.996368187052014	-3.03208098932201	0.999999678983645	1	193	0.909622139865058	-0.865478106905519	-1	0
PKM	0.971923848984986	-1.97436789985267	0.999840161434906	1	186	0.762102645579322	0.726355509114318	1	0
CCAR2	0.335457506990851	0.332073033068979	0.241506032567729	1	178	1.01175542968493	1.02003610342583	1	0
