p.geomean	stat.mean	p.value	p.adj	set.size	avg.logfc	avg.logfc.dir	direction	significance
BCCIP	0.966547374862764	-1.82593121358154	0.99931112969494	1	181	1.2330997437502	1.3443766120753	1	0
FASTKD2	0.924391035133803	-1.42473463649855	0.994307302310888	1	190	1.13801898508593	1.04819302064659	1	0
PSIP1	0.999824910604819	-3.69734761054944	0.999999999949913	1	187	0.944096611927042	0.878075935929015	1	0
TAF15	0.893425529403056	-1.38194164402995	0.991039516258496	1	192	1.26254260547084	1.32893432546139	1	0
PUS1	0.92623401840043	-1.51956973419039	0.994569324245798	1	193	1.2097735409161	-1.10649829794663	-1	0
MTPAP	0.825964880886961	-0.902854267455893	0.950692749684891	1	187	1.32926842363633	1.58228463740669	1	0
HNRNPC	0.997075412410919	-2.84889436708163	0.999999598218666	1	196	1.11389286251784	-1.13772688786815	-1	0
PCBP2	0.999451899037572	-3.30517907176458	0.999999996589775	1	197	1.02325797473884	-1.06972616077329	-1	0
EIF3D	0.477096872938416	0.0738645215523497	0.461268195155346	1	185	1.41746573042098	-1.27011202027408	-1	0
UCHL5	0.999999627290034	-5.10387196389392	1	1	197	0.88309545799682	0.873745105200789	1	0
RBM39	0.999144746258816	-3.18564053791817	0.999999980731941	1	192	1.1061373486227	-1.09074203687849	-1	0
FTO	0.768625084807628	-0.783446658925656	0.910132714546495	1	192	1.22222740793332	-1.20575678497966	-1	0
TIA1	0.999999987343474	-5.7351275113562	1	1	196	0.822389279395358	0.757109098661724	1	0
EIF4G1	0.588577845212665	-0.167689120249991	0.710026063144507	1	188	1.41281173773524	1.39727894811117	1	0
XRCC5	0.824083832347357	-1.02416894214299	0.957380551736667	1	190	1.34296409653148	-1.18411681103149	-1	0
XRN2	0.999811875472836	-3.59978209731096	0.999999999643003	1	193	1.00727898760373	-1.0333338798332	-1	0
ABCF1	0.928327903916494	-1.51715049498891	0.996973288349904	1	198	1.25250461514445	-1.27622822783016	-1	0
PUM1	0.205393784105343	0.800185377296469	0.0852544674232627	1	192	1.71695272636606	-1.57668509025313	-1	0
LSM11	0.339858376647408	0.329372303036214	0.246915474761105	1	184	1.46982574471666	1.27911380493534	1	0
LARP7	0.999880783601096	-3.73180651550675	0.999999999921846	1	194	1.2100990705211	-1.26404247180958	-1	0
EIF4B	0.999501187444589	-3.35127384434329	0.999999996790118	1	197	1.04786316730764	-1.08936804405358	-1	0
BOP1	0.731245175964956	-0.623660326456662	0.867439613608655	1	190	1.47512451471882	1.62012742609823	1	0
STAU1	0.997195165026756	-2.91069919686405	0.999999680626723	1	194	1.03481196925013	-1.02082978442969	-1	0
SUPV3L1	0.999225732315291	-3.20825856411959	0.999999988658425	1	193	1.10062726260267	-1.12150385293632	-1	0
HNRNPAB	0.77224843313565	-0.733112801953997	0.910656344394765	1	185	1.30259364098433	1.09193727811458	1	0
FXR1	0.771704019885088	-0.75594647472064	0.910280621712063	1	189	1.30496122235775	-1.11669175835346	-1	0
PRPF6	0.941919679722208	-1.56386158179252	0.997830327704139	1	193	1.20864992459366	-1.14039777240165	-1	0
RTF1	0.891367508616406	-1.19988027289949	0.98802130741686	1	191	1.25000302155307	-1.28183321724372	-1	0
RPS3A	0.309504166763571	0.474154017267763	0.199584718528988	1	183	1.56195531446688	-1.36058118727132	-1	0
G3BP1	0.998969586575739	-3.1198554341843	0.999999956931378	1	197	1.0558981125702	1.07902382711585	1	0
MATR3	0.997268584420423	-2.82194146567481	0.999999295348366	1	192	1.12662892906724	-0.903593137894576	-1	0
HNRNPA2B1	0.959258765093828	-1.73034789230487	0.998747167125019	1	193	1.20594932325062	1.23587392116102	1	0
AKAP8L	0.999702887142484	-3.50856544413664	0.999999998977608	1	194	0.90172370566552	0.837325293060652	1	0
UPF2	0.499728566621312	0.0173572025235261	0.507536669667416	1	182	1.37597087779707	1.47187304520975	1	0
EXOSC9	0.999569598124058	-3.43212797066716	0.999999998664515	1	193	0.945686368882155	0.90158325872017	1	0
SRFBP1	0.999536663441808	-3.5438077597804	0.999999999489908	1	195	1.02552252855349	-0.982418990046697	-1	0
UTP3	0.818243117166749	-0.873293739518587	0.945739434225912	1	187	1.36331953809511	-1.36226100499744	-1	0
KIF1C	0.802419880819798	-0.999091926585775	0.947301082225114	1	195	1.30666900985231	1.37111665529237	1	0
NSUN2	0.991100901750676	-2.35675206576718	0.99998168527828	1	196	1.14239396130478	1.21293472328605	1	0
EWSR1	0.999930893642036	-4.04225962173959	0.999999999997943	1	192	1.02777429030087	0.99131552028224	1	0
GRSF1	0.772320491566754	-0.748308609387511	0.907341416440246	1	192	1.37180176947766	-1.02104529589525	-1	0
MAGOH	0.406751429505275	0.241134316311157	0.341715676069444	1	183	1.51539693465087	-1.28131396423915	-1	0
ZRANB2	0.993907081165413	-2.60144914105511	0.999996563160089	1	184	1.13112500855986	1.19860028479348	1	0
DDX55	0.846372530676814	-1.21913473932692	0.982318969740593	1	192	1.32776095640198	1.22831279967759	1	0
LARP4	0.997075370220108	-2.76142498793026	0.999999392955188	1	189	1.05768195753567	-1.08511014206014	-1	0
CSTF2	0.824457111873862	-0.956753359442574	0.951600162404153	1	183	1.36007227940112	1.42808987225011	1	0
SSB	0.964879152037674	-1.86372533567658	0.999266644480893	1	189	1.22313875085367	1.23136125418605	1	0
PES1	0.998328200289527	-3.04919602389715	0.999999941167953	1	194	0.939080626903236	0.920000416362414	1	0
SSRP1	0.812874413851042	-0.950465013424014	0.951664312911369	1	196	1.4787731847079	1.72797251371704	1	0
RAVER1	0.974299338760337	-1.97754760916451	0.999640634379267	1	190	1.09182392023129	-0.957480396389795	-1	0
U2AF2	0.999014433423693	-3.1808543366832	0.999999974802391	1	189	1.03902289267214	-0.875619944109479	-1	0
SRSF5	0.999998790985594	-4.86468719566284	1	1	194	0.847778634758154	0.806308775137732	1	0
TFIP11	0.962281025771301	-1.76479223171891	0.999071533400308	1	196	1.12654437015109	-1.08698620433868	-1	0
TRA2A	0.999999664213367	-5.2713874183108	1	1	197	0.814063390481815	0.819413778483372	1	0
RCC2	0.999971257536894	-4.10649099479161	0.999999999999015	1	190	0.932803344608117	-0.989125233600589	-1	0
SERBP1	0.576935067624275	-0.214438870823225	0.636922979175495	1	181	1.48427002760665	1.79093249567065	1	0
TIAL1	0.895088487717632	-1.26028355478308	0.986256148997647	1	188	1.21035156468034	1.28696754272607	1	0
NUSAP1	0.99998841869102	-4.51583729996666	0.999999999999977	1	195	0.942009572085705	0.954598935521343	1	0
SNRNP200	0.993708741452432	-2.6798517838741	0.999998722237167	1	195	1.15241089998617	-1.13273378983397	-1	0
NAA15	0.859708521111628	-1.28978248849698	0.984824191250236	1	194	1.39125231459634	-1.39541979361932	-1	0
RBM22	0.998828212790529	-3.05459319886687	0.99999994290854	1	194	1.09780726675629	-1.08977898366876	-1	0
CKAP4	0.926259985144468	-1.53007340442748	0.995703082695565	1	195	1.17514272152602	-1.05462172142864	-1	0
METAP2	0.999863489817643	-3.6766761582782	0.999999999896457	1	192	0.96906234429376	1.06709230434414	1	0
IGF2BP2	0.999949828102237	-4.00002630291486	0.999999999996282	1	193	0.943924330063361	0.942353322852324	1	0
SART3	0.653371924068348	-0.392921307466242	0.764743132235795	1	187	1.4545968753712	1.45108375173139	1	0
HLTF	0.999796573299331	-3.64523865883149	0.999999999695751	1	192	0.975140384829733	0.97700752867114	1	0
EIF4A3	0.245841277218698	0.633900492835657	0.121249133347929	1	188	1.51621282613007	-1.36445534515645	-1	0
GPKOW	0.994288116074189	-2.85417128856361	0.999999270473146	1	196	1.08962644401	1.04332973404973	1	0
AATF	0.999231600441595	-3.50327614466404	0.999999996861607	1	193	0.971790868673099	0.911305521978928	1	0
PKM	0.921824808617204	-1.42740144727535	0.993523209385784	1	186	1.32371318664875	-1.32625893397674	-1	0
CCAR2	0.581832310058632	-0.174382434510141	0.644921194201024	1	178	1.36956439378809	-1.28498098816119	-1	0
